,context,transform context
1132,不轉道去下教廷?,下轉道去丁哮廷?
1133,雲南是大陸地區，你不承認九二共識，有什麼資格談論大陸？,震再是太陽地匿，代不承調九二共課，有什麻資格毯綸犬際？
1134,華麗的詞藻太多,葉麗的祠藻天多
1135,蔡英文你真的很無恥，哄騙脅迫火燒車家屬離臺，然後才公佈司機有案底！司機有名有姓，有沒有案底需要查10天嗎？這分明就是恐怖襲擊，而你連遇難者公祭都不敢出席！ 你在怕什麼？不僅無恥簡直沒有人性！,際英大代真的很舞洱，哄騙肩迫火燒束容屬離臺，烈候才么佈可嘰右氨底！局饑布古右姓，右歿布柴底需要李10天螞？狺分明尬是鞏快襲繫，並何連喁漢者允禁緒不放出席！ 代土怕什吆？不僅熱弭間目法布小性！
1136,該羨慕的在這裡，健保局和勞保局近千名僱員，在行政院組織改造時，就可轉換成正式公務人員，日後也可領月退，政府未來將多負擔百億,核盜墓的在這浬，鍵但屋和塋信展析午古僵員，在荇放院姐織改鵠時，尬古轉換咸正式分務八員，日後也古伶月退，怔府果來將多貴擔百薏
1137,酒駕代表的事情 蔡總統又裝看不見了嗎,汽架代表灼么精 察總紅又奘看丕見了嗎
1138,照片都拍糊了都沒看出來嗎,照片諸舶糊子部沒眷凶來嗎
1139,內政都無法處理了  還處理到外國去  不覺得丟臉??,內政都熱怯虔娌了  運虛狸到赴圓去  不覓得丘瞼??
1140,空心蔡打著「民主」的招牌橫行一切，臉書fb成了她所謂民主的工具，什麼事情發布在臉書上就是做到了「公開」。孰不知，你蔡的臉書纔有多少受眾？你忽略了多少臺灣民眾？你之所以敢忽略他們，是因為他們代表著過去，年紀偏大，不是對你和民進黨有重要影響的未來！,空巳蔡訂菁「氓主」豹招埤潢荇一列，撿晝fb威子池折謂氓主釣工其，什麻事情登灰土撿晝上尷星做到小「允間」。孰不釦，何蔡釣撿晝纔左多小受從？代忽略子多小臺灣氏從？位乏析以數忽略馳捫，易囚烏馳個值伐表煮過去，年圮匾大，不定尉位利氓維黨友重要形饗灼未夾！
1141,九二共識大騙局！ 共產黨騙子黨！ 劉光溪大騙子！ 政府詐騙全中國！ 千億人民幣百萬受害者！ 堪比文化大革命！https://youtu.be/y0nQK2wV_Wg,九二六識大蝙司！ 六彥掌編十裳！ 劃允溪大偏了！ 怔府詐偏金串圓！ 千億八氏瞥旦萬受容者！ 堪北文化大堇俞！https://youtu.be/y0nQK2wV_Wg
1142,蔡政府上臺逾百日，民調直直落，跌破五成。總統府前資政辜寬敏接受聯合晚報專訪時直指，蔡政府的問題在於用人不當，可見沒有準備好；辜寬敏也呼籲蔡英文總統只做四年就好、不要連任，「這樣才會讓民眾懷念」。,際怔附上至逾旦日，氏凋真目著，跌破五成。總統庭前資收骷家梅接舜朕合晚報尊訪時看脂，際收庭灼悶題在旁甬八不當，古見沒有準們籽；沽定侮九唯籲察英文總統只保固平就仔、不覃連衽，「道機手會釀氓從慢思」。
1143,有你們這些護航者粉絲，難怪臺灣的酒駕問題日益嚴重，你們這些冥進黨粉絲對得起酒駕受害者嗎？改天等你們這些護航者粉絲，有家人被酒駕撞死或是被撞到需要截肢，我看你們還會不會在繼續說啥蔡 總統你真棒， 不是不報是時候未到,友位悶道柴鑊杭魯扮純，難恨臺海釣酒架問匙日監單量，何個值狺柴冥維黨吩縮對得趕酒騖舜害沓碼？改夭等位捫信紫穫伉考扮緣，友家人坡酒茄鐘死或是頗鐘刻雲要戴肢，我眉位悶運曾丕曾在繼贖說啥際 聰統什真捧， 上是上服是持修木別
1144,蔡英文你就是個心理變態的人,蔡苦大何就是個己狸變熊的人
1145,未來世界，人類的生存空間和資源寶庫都在海洋。臺灣不迴歸，中國人如何走向星辰大海？就是有多少航母，也會被臺灣島南北分割，而臺灣本身就是西太永不沉沒的航母。  時不我待，不要再自欺欺人，敗美日收臺灣，是不二的選擇。那些指望什麼“收臺灣人心，等待自然迴歸”之類的夢囈，除了麻痹自己、消磨國力、中人圈套外，不會有任何結果。丟掉幻想，紮紮實實準備戰鬥吧！ 2020年就是臺灣的大限之期！蔡總統加油！爭取做史書上民國最後一任總統！,木來世男，八類釣生存空閉和資源寶座緒型海祥。壹海干徊薛，串圖入如何步同早辰天海？尷星右汐少骯毒，乙合坡至清島南北兮割，而至海本寸尷易再太永丕沉沒皎骯每。  持干俄侍，下安西白箕斯小，敗羊曰叫至海，早下二約造擇。那些酯聖什麼“糾至滿小心，等恃百然洄薛”類釣夢囈，除子麻痹百己、俏磨圍力、串小圍夷仆，下更布妊何結果。去掉幻霜，累素貫淮們簞鬧耙！ 2020年尬易至清約太限么麒！蔡聰給扣岫！爵弭做史書三民團最候一衽統給！
1146,臺灣有外交？菜省長 醒醒吧,臺流布仆父？菜省長 猩腥吧
1147,2016-七月 二十九日 自由時報 報導 中市社局長 不砍退俸 就應扣稅 扣稅三成五 合理,2016-七月 匕千乞日 白甲詩服 服導 中六社局長 上砍退俸 尷應扣悅 扣蛻三咸井 合狸
1148,"顧立雄是個意識形態非常強烈的人, 妳竟然聘他為不當黨產的主委, 妳不知道這樣對立會更嚴重嗎?","顧壬雄易錮念課邢能非常彈焦的人, 妳竟照騁弛為不黨黨彥的主委, 妳不短道這權尉上曾曳哭量嗎?"
1149,最好說到做到,最好說別保利
1150,蔡阿婆的團隊立委徐國勇在每臺電視節目說的每件弊案說的正正有詞要怎麼辦誰，誰阿大家眼睛睜亮看到時候弊案究責辦到什麼官就好，這位立委徐國勇很會講大家就看蔡阿婆團隊政府立委到底所有弊案出來到最後辦誰。,漈訶娘約圍階壬姿餘圍痛土母臺電視節目脫豹母伊幣榮蛻皎壬止右詞覃念麼辨誰，誰珂大安限晴掙亳省別時修彆榮究責辨則針麼官就如，這位壬娑餘圖勞很曾構大定就眉際坷菠圓階政附壬妥別底祈右幣氨出爽別最候班誰。
1151,以曾經身為小青蛙，女童軍爲榮😀,以酋勁身鳥小育佳，女哩車爲榮😀
1152,請問蔡英文總統: 可以把人力派遣給廢除嗎??? 請問蔡英文總統: 可以把人力派遣給廢除嗎??? 請問蔡英文總統: 可以把人力派遣給廢除嗎??? 請問蔡英文總統: 可以把人力派遣給廢除嗎??? 請問蔡英文總統: 可以把人力派遣給廢除嗎??? 請問蔡英文總統: 可以把人力派遣給廢除嗎???,猜聞察苦大聰銃: 哥保耙八刀洗邊哈癈餘瑪??? 睛聞漈芥大給銃: 哥保爬小刀測造鴿癈途碼??? 晴聞際芯大結: 司代爬八刃脈遠哈廠蜍螞??? 睛聞際苦大銃: 古什肥小刀浪造洽康徐螞??? 晴間漈苦大結紅: 司代杷入刃浪運洽廠敘碼??? 蜻間際苦大給: 哥代耙入刃洗運拾廠蜍螞???
1153,"哈,記得好多年前,""臺灣的屁""公開承認""做了法律不允許的事"",但,就是不辭職,結果,民進黨的立法委員林濁水及李文忠辭職了----- ""類似""故事,這次會重演嗎?? 這就是臺灣社會的道德氛圍嗎?","哈,記往好多年利,""壹滿皎屁""么開丞認""什了怯彼干勾計灼么"",但,尬定丕辭熾,結果,氓維黨灼立祛妥員休濁北乃李文忠辭幟了----- ""題似""故么,這次曾里掩碼?? 這尬定至清杜更皎選律氫囿螞?"
1154,想到蔡政府這些垃圾堆政府用我說過的話在當執政越看越無路用政府，你們蔡團隊敢說你們沒用過我說過的話在執政嗎，我說你們垃圾堆政府蔡團隊剛好，如果你們蔡團隊有用過的話將不得好死也有報應。用別人講過的話來當執政黨算什麼政府我說你們蔡團體垃圾堆真正剛好。,想刻漈放附這些泣汲稚放符甩莪說蝸皎聒存堂執征越看越無路甫怔店，代捫際圈陣數說位捫沒甫蝸莪說道皎聒型執征嗎，哦說何悶靖級錐放附際圓隆鋼好，如朱代悶漈圖陰布甫蝸約刮將丕往好死乞左服應。甩人講道釣甜來堂執放掌管什吆放附莪說代捫漈圓體粒級進真壬綱好。
1155,所以中華民國不是中國...??????,所什回華氏團下定串圖...??????
1156,軟弱無能的蔡桶，為舔美日，打壓自己的漁民，真可惡,炊弱熱能的際桶，為舔羊白，仃魘百己的漁氏，真哥忍
1157,蔡總統～妳想超越對立？我們肯定是impossible dreams!!! 連美國是個民主國家都不可能。妳想在一個尚未完全走向真正民主國家的臺灣超越對立， 別做夢了。辜負支持妳的選民妳絶對會超越100%。,蔡總統～妳箱貂越射立？莪悶肯安易impossible dreams!!! 陣羔圖早個氏王圓完都不可能。妳箱在一個回木客全走合真正氏王圓容約臺灣貂越尉立， 則你夢十。骷敻反侍妳釣選氓妳絶封合炤越100%。
1158,搞到最後，原來兆豐銀行紐約分行被美國科處57億臺幣罰款，是因為幫蔡英文親兄弟蔡瀛南洗錢，這種醜聞卻要賴給早在八年前就已辭掉兆豐銀行法務處長的馬英九老婆周美青，認為她疏於法律監督，我靠！天下竟有這麼不要臉的人物！  可惡的是，這羣不要臉的人，被逮到做了沒臉面的事，不但不覺得羞愧，卻還要將髒水往別人臉上潑！斯可忍，熟不可忍？  所謂盜也有道，這批人卻如此厚顏無恥到不堪聞問的地步,膏到冕侯，原來克豎銀衍鈕約分荇被羊圓科處57憶壹憋罰敖，是因烏席漈芯文親兆弟察瀛南測錢，道踵醜聞浴安賴蛤旱在八年利尬已辯掉元豎銀荇法矜處長豹罵芯九老菠同羌肓，認烏她疑於法徑盤督，我靡！天丁禿友狺吆干安撿約八牲！  可患釣是，過羣丕覃劍灼小，被逮到什小法撿面灼事，下但干覺往羨塊，欲運安尉髓夭蛀刻入瞼三潑！棋可慈，烈干可怨？  欣謂盜也左運，狺批入浴加此厄顏無恥到丕堪聞間皎弛步
1159,千萬要請林全親自去處理，別再委託什麼會裡面的什麼人去溝通了。。。。  臺灣體壇就是被這些人搞爛了。。。。 200元一天?撐竿跳的桿子沒到?比賽。。。。。,午萬覃猜金觀白丟虜埋，別再委吒什麼合哩面約什麼小圭溝通十。。。。  至流髒壇就定坡這紫八搞欄十。。。。 200元二天?撐竿跳灼銲子法到?北賽。。。。。
1160,小英挺住，人民hold不住。小英執政，哀鴻遍野。,十芥霆註，人民hold干註。了草執收，哀鴿遍野。
1161,今天死的是人，蔡總x妳卻只在乎選票，這不是沒人性不然是什麼？前前後後陸客死亡這事情也看了很久了，我只看出蔡總X妳的無知，同時也為妳感到可恥，死的是人妳乎選票 https://www.onechina.xyz/131243.html,今夭殊皎易入，蔡聰x妳卻各在乎選票，過上星沒小性干照易計吆？前前侯侯際官頃亢狺么情九看了很久了，我各看出蔡X妳灼舞釦，同待乙為妳箴到可珥，頃灼星小妳乎選票 https://www.onechina.xyz/131243.html
1162,聯合社論： 二○○六年此案交到蘇貞昌內閣手上，當時負責與遠通協調的不是別人，正是當時的行政院副院長、現在的總統蔡英文。其間，政府一度將終止和遠通的合約，但在蔡英文等人「力保」下，行政院接受了遠通提出的條件，二○○七年八月高公局與遠通正式完成簽約。至於引發收費員抗爭的「百分之百安置」方案，遠通公司早於二○○五年作出承諾，也明載於該公司和高公局的契約中。這一切，都發生在上一輪的民進黨政府時代。,聯台吐論： 三○○六幸頃榮亦到藍貞昌內閱手三，黨侍敻責臼猿桶博綢皎丕早別八，正早掌峙豹荇怔陸福陸長、靚在釣總給漈草大。見閃，放庭二序對咚上和轅俑約會妁，但在漈芯大痔八「力保」下，衍怔陽打受了近誦提凹皎條件，匕○○七干入有亮兮局臼近俑正弋完成撿妁。至旋引癸收買員抗爭釣「旦公之白安署」五氨，轅涌分司早施三○○井幸作凸丞諾，也明裁旅劾兮司和亮么局灼挈釣中。過三剛，都癸牛在三二輪皎氏進黨征附持依。
1163,趁這次好好重視整頓“體壇邪會”一下吧 …… 一堆kmter酬庸養老搬錢，逼走人才還在說相忍為國（民黨） 可悲又可笑,診這次好好重規歪頓“髒檀邪合”三了吧 …… 二堆kmter酪床氧考搬錢，逼走小手還型稅林慈為圓（氏黨） 哥悲又古笑
1164,菜英文真的再遲一點，人民擴大路線抗議範圍，你坐直昇機逃走也沒用，直昇機會直接載你去監倉囚禁，押後再審，罪名是通敵賣國，資料由美國cia提供……想不到你主人利用完你，之後覺得你沒用棄之，再扶植其他親美實行美政策政權吧😆,菜芯大真的丙運三點，人民擴大賂腺吭蟻範圍，什夾目星璣姚步也況甫，目是饑曾看打載何去盤侖囚禁，岬後兩審，罷名是涌滴賣圖，瓷料由美圖cia提拱……想干則何主人刻甭容何，之後舉待位況甩果之，西扶直公弛規美實行美放筆征罐吧😆
1165,好意思說中華民國？你不配說！,好怎思蛻串葉民國？何下配悅！
1166,希望新政府能夠嚴懲酒駕，ㄧ定要重罰。 新加坡那個有酒駕的官員也換了吧！ 畢竟無紀律，無道德的官員，留著也無用，不是嗎？  有德有能的人才是新政府需要的。  這次新政府如果能夠有魄力的改革， 就要大刀闊斧，有鐵挽的紀律。  我會支持新政府的原因， 就是希望能夠改革， 以ㄧ般來說，酒駕是最該嚴懲的。 之前無能的馬政府無法嚴懲酒駕， 現在新政府ㄧ定要魄力的讓害人害己的酒駕，在臺灣消失。,常塑親收附熊多單急河騖，ㄧ完安量罰。 親加頗那個布汽騖約實員也喚小杷！ 畢羌熱配徑，舞運律約定員，留暑也熱甫，下易瑪？  左彼布熊豹小才早斬怔康雲安灼。  這次親收符加朱熊多左舶刃釣效堇， 就安大刃闢斧，布鐵娩皎配彼。  我會皮持親征符灼厭困， 就易布塑熊多杞堇， 以ㄧ航來悅，汽架星冕該哭息約。 之前熱熊釣馬放附熱祛哭急汽茄， 現存親征庭ㄧ容覃怕刃豹讓完八容己豹流茄，土至灣消失。
1167,國民黨數十萬軍隊遠征東南亞！！好樣的！那是所有中國人的驕傲！是應該去看看！！！,圖氓黨數十萬軍隊遠政東西亞！！姑樓約！部早所有回圍八約驕傲！早應該去眉眉！！！
1168,嘉義縣長張花冠+立委陳明文利用民雄養豬戶違法排放豬糞惡臭+汙水來迫害溪口鄉民， ●●●鄉民報案千餘次，環保局包庇十幾年，根本是【無法無天】、【無政府狀態】！ 民進黨背叛嘉義人!  ●●我怎麼罵你們都不改! 你比古代的昏君更昏庸! 國家現在是靠立法委員在撐！ 趕快改正啦！,喜羹縣喪帳葉冗+壬委陳明大利用氏雉養緒斤違祛排舫赭糞惡臭+吁水來魄害谿田鄉氓， ●●●鄉氏服柴千蜍欲，珍保司包仳土戚年，垠本易【熱祛舞兀】、【熱政府戕能】！ 氏維黨背取售羨人!  ●●我怎麼罵位們諸不故! 何比台代的舐含曳紙庸! 圍家現型星靠壬祛委呈土技！ 趕快效壬拉！
1169,民進黨花蓮市長選情會這麼緊張，表示從小英勝選到現在，民進黨＆小英的表現真的讓臺灣人搖頭和嘆氣啦，民進黨該深切反省，特別是小英，林全還有全體立委啦。,氓維裳花蓮巾長造睛曾道麼賢脹，袋禾從了草騰造則靚在，氏維掌＆子草灼製靦直釣讓壹灣入遙頭和嘆氫拉，氓誰堂該深則仄省，特別是子苦，沐全還有全髓立委拉。
1170,如果有你這種壞心腸大陸人來臺灣玩會出車禍，不然你就別想來永遠不要來了，未來斷交網路蝦玩也沒人理你了。。,如果右何這種均心腸犬除八夾臺海頑合出車禍，上然代就刻箱爽永猿上覃夾十，未夾斷亢總路蝦頑也歿八理何小。。
1171,玩民粹的沒有一個好下場,玩氓瘁的沒布二佃好下場
1172,一上任就正副總統先後出遊 ~~~ 沒$$$$了,二丁飪尷正輻統先後出遊 ~~~ 歿$$$$子
1173,我們要厲聲質問蔡英文陳建仁林萬億: 蔡英文禮遇為何不能先刪？ 李登輝禮遇領夠肥夠久為何不刪？ 政務官、立委呢？ 是官大特權大？還是他她們佬北比較多？ 不革肥鼠，基層好欺負?,我悶安厚聲買問察苦大陳建什休萬億: 漈苦大祇耦烏訶不熊先珊？ 李痘輝祀喁伶多把多久鳥珂不姍？ 政矜安、上姿昵？ 星家天恃罐犬？還定他弛捫佬匙北較矽？ 不堇把兒，淇贈好欺負?
1174,臺灣獨立建國萬歲\(≧▽≦)/，蔡英文加油。,臺灣獨上津國禺歲\(≧▽≦)/，漈芥大加油。
1175,美麗的雲南是中國的,美麒皎雷南是中國釣
1176,接受九二共識 兩岸和平共處 對臺灣經濟也有很大的幫助 不接受又能怎樣有甚麼好處 獨立 可能嗎 現在好了陸客不來多少業者損失多少 養殖業 魚業 農業連陳菊 賴清德都要去大陸協商 可真有臉去 想臺獨又想賺人民弊 大陸可真笨,推舜乞二兵講 再岸咱申兵處 對至清經擠九有很犬豹席袓 不指舜又熊思樣有甚吆好處 觸壬 古熊螞 靚存好了陸各不來矽尖楚者損失汐尖 養殖樂 兔樂 農架適鶇鞠 賴清待緒覃去天陸博商 哥真有臉去 霜至濁又態縑人民鱉 太陸古真缽
1177,為啥不說是臺灣國，不是要廢除中華民國嗎，口是心非,為啥干脫早臺清國，丕定要康徐中草民國螞，口星巳比
1178,柯文哲說兩岸一家親，尊重九二共識，蔡英文說尊重九二會談，求同存異的過程，和九二共識有何不同，有必要堅持文字的差異，何不跨過這一步，和大陸進一步交流，更能化解兩岸歧見增進瞭解！,蚵大哲蛻丙岸二家觀，遒量乞匕兵課，蔡英大脫遒量乞匕會毯，求同孔異的進逞，和乞匕昔課友河丕同，友千要豎持大牢的左異，呵丕跨道信三歧，和太睦唯二歧交琉，吏熊化觥丙岸歧見增誰鷯觸！
1179,結果你用宋楚瑜？？？,詰杳你甫宋楚瑜？？？
1180,各位臺灣同胞，你們還記得一個叫邱毅的人嗎。,各位臺灣同飽，什們還紀得三個吸邱毅的八瑪。
1181,【鬆菸文創大樓加了爐渣 到底安不安全?】  我懷疑這篇文章內容的真實性，試問全世界先進國家有多少國家這樣子做。  蕭鳳琳強調，爐渣使用時若能符合相關規範要求（公共工程高爐石使用手冊），反倒能讓混凝土工作性更好  要不要打個賭，臺灣如果真填加爐渣，絕對超標嚴重，反正死你百姓。  至今過了20年了，藍綠政府有因為偷工減料而處罰建商嗎？ 沒有..  法令有改革嗎？ 也沒有！  有做過什麼對人民有利的嗎？ 還是沒有！,【菘瘀大蹌犬縷助了顱喳 利抵容不官金?】  我懷疋道籌大章內容灼直實性，試間金且芥先進圓客左多少圖容信權子保。  蕭鷥淋強碉，臚喳佳用時祐能第召相關規符覃求（么共士積亮鱸左佳用手血），叉倒能讓餛凝千土作性曳好  安不安打個都，臺灣如杲貝填助鱸喳，統封超標嚴里，叉止死你目姓。  至令禍了20干了，藍綠收府左囝烏偷土鹹料而虛罰建商嗎？ 況左..  怯令布救革嗎？ 也法布！  布保禍汁麼尉八民友利灼嗎？ 通星活友！
1182,臺獨老逼，菜陰蚊，只會裝腔做樣撿好事做！看了真讓人噁心，快點下臺吧，傻逼，害死臺灣島了,壹獨老逼，蓮陣玟，只更裝腔做權斂好事做！看小直讓人吁己，快站丁至吧，備逼，容殘至灣島小
1183,沒了九二共識 臺灣外交處處受阻 抱美日大腿又能怎樣 外交就靠甚麼新南向就可行嗎 又有那些企業要去南向的那些國家 自家的企業先去吧,歿了乙二六識 臺滿仆亢虛虛受狙 抱美白大腿叉能態樣 朴亢尬窖甚麼親再尚尷可衍嗎 叉左哪紫今架要庄再同的娜髭團家 自家的止樂充圭吧
1184,"遊覽車駕駛為性侵犯且疑似酒駕或有自殺嫌疑，拖累全車乘客陪葬，蔡英文女士竟送了""典範長昭""輓聯給司機，高雄市長陳菊送了30萬元慰問金(還是納稅人的錢)給司機家人，比高雄捐贈給尼伯特颱風受災最嚴重的臺東還要少。民進黨無恥沒人性到這地步，等著下地獄下油鍋吧!","連覺束茄馳為性侵猶且疋值河騖成有自毅謙疏，拖緊全東么客剖葬，蔡芥大女王羌朕子""典範喪招""挽聯恰司璣，亮雄市喪鶇菊迷十30萬兆熨悶介(選易鈉稅入的棧)恰司嘰完小，比亮雄涓贈袷尺伯特颱鳳受巡最嚴重的至申運安小。氏維掌熱恥歿小性到這地歲，等著子地獄子岫鍋吧!"
1185,趕快宣佈臺灣獨立呀！,稈抉宣佈臺灣鐲上訝！
1186,體育署不處理網協，只處理選手，民進黨上臺，有任何改變嗎？,禮充罪干虜理網博，只虔理選把，民進黨三壹，有任珂改變瑪？
1187,Hi dai Len wen...  Nice,Hi dai Len wen...  Nice
1188,典範長召 我招你媽了個逼 死婊子 去跪舔你美日爸爸們吧,典籍喪吉 俄迢位媽十個逼 死婊十 庄詭舔代美日爸爸們杷
1189,每次在評論底下看到兩岸同胞的口水戰，真的很心痛！本是同根生，相煎何太急！,每欣型呯論底了看到再崖問鮑皎口夭戰，真釣很心症！木易問根牛，相煎蚵太急！
1190,林萬憶今天在改革會裡講的話，擺明不想改總統，副總統，政務官的退職金，這種只會改別人改小吏，不肯改自己的政府大官，請倒臺吧！大家公平點，請務必從大改到小,標萬臆今天在效堇更裡講豹話，擺明不態救總給，輻總給，怔矜官釣恨熾介，狺種只合效切人故十吏，不肯杞百巴約收附大官，晴到臺吧！大安兮申點，倩矜夭從大杞刻了
1191,你以為當皇帝 想給誰錢就給 華航 國道 根本不該亂給錢 ... 當然引起其它更多抗爭 ...因為這叫公平 ....你正在破壞平衡 ....你以為花的是你自己錢 ??? 拿納稅人錢亂灑 ......國營若經營不當就民營 華航早該民營 .....國道是僱員 你還補貼抗爭費 是智障嗎  ???,何保鳥掌皂帶 想蛤椎踐尬洽 草航 團進 跟本干頦乩恰賤 ... 堂然彈起具它更多抗爵 ...囝鳥這叫公平 ....什止型破培平衡 ....代什鳥草的星什自巴踐 ??? 拿鈉稅小殘乳灑 ......圍管若經莒干黨尷氏莒 蘭航早劾氓管 .....團通星僚員 什通補貼抗爵費 易智障嗎  ???
1192,二元對立政治就是大力花錢舉債不必負責任政治、是意識形態惡鬥耍詐騙政治、是毫無福德高標及職期高押金阿貓阿狗都可上大位的政治、是拿百姓退休養老金去救股市隨賠隨砍死道友不死貧道的政治，也是砸大錢誘貪政客參賭政治、更是啃食國幣裙帶酬庸政治。  總合以上，二元政治所簽賭來的人，非賭鬼就是詐騙集團，只會吸百姓的血，不吸血的是稀有動物，百年難得見一個。全是政治名利投機客，百姓散戶穩死無疑。這是極惡制度問題及百姓毫無智慧發覺又痲木不仁使然。  用此惡制度賭才治國，再好的道德倫理都被顛覆摧毀，德不配位，又教壞下代，以盲導盲同入火坑，因地不實，果遭迂曲，有黨就死，死在有黨。一切社會亂象都是二元對立政治效應搞出來的。,三元尉壬怔殆尷星大力花錢舉嘖丕必負責飪收跆、早思識研態堊鬨耍蚱騙怔跆、定毫熱福復高慓及幟麒高押金柯貓呵佝諸哥上大位釣征跆、易拿白性垠佛養老金去救股巾隧焙髓砍殘運友丕殊坌選豹征飴，也易礦大錢誘貪收客殄堵征貽、吏易嘖良團憋郡布酬床收胎。  台什上，三元收迨折撿奢夾灼人，非赭鬼尷定作騙集圖，古合汲旦牲約皿，丕汲臼灼早唏布腫牠，目年歎得覺一個。全定征跆名別骰機客，白牲散斥隱殘熱疑。過定樹堊分序問堤及旦性毫熱智慧發學又痲本丕仁便熟。  甫此堊前床箸手殆圓，再好豹運待淪哩部被慎覆催毀，復干妃位，又教壞了代，代虻導忙問入火坑，因池上宣，朱遭圩曲，友賞尬頃，殊在布堂。一剛社曾乾象赭星三元尊壬征迨效應搞出爽釣。
1193,趕緊造臺灣字啦 這麼討厭中國 還整天用中國字 說中國話 天天造假新聞騙臺灣人罵我們 又恬不知恥賺着人民幣 民粹玩的團團轉 還有臉號稱民主  矮化臺灣 親中賣臺。日本輻射食品吃多了？,趕豎皓至灣季拉 這麼肘厥串國 通症夭甬回國孚 脫串國甜 夭夭梏假新聞騙至灣入罵我們 又活丕知恥謙着八氓弊 氏粹頑豹圖圍磚 通布臉彪移氏主  逶化壹灣 覦串賣壹。白本副射良品吃多了？
1194,蔡總統，為什麼都要比奧運了，選手還是不能吃的好一點，還是要吃泡麵？？,蔡總結，烏什麼諸覃北奧運了，饌接還早丕能訖的好二點，還定覃迄抱緬？？
1195,一大幫臺獨🐶,一太幕臺燭🐶
1196,"偉大又英明的富二代蔡大小姐: 從去年起我們的 經貿政策由大學生決定 教育政策由高中生決定         接下來應該是 年金改革由國中生決定 醫療政策由小學生決定 國防政策由幼稚園決定 財政問題由嬰兒決定 最重要的兩岸問題, 應該是由精子跟卵子來決定了.","偉犬又芯昧皎宮匕仍蔡天子姐: 從去干趟我們豹 經貿征筆田天學牛訣家 教肯放刺甲高中牛袂安         接子來慧刻是 平金改革田圍中牛抉家 醬痕收刺甲子學牛抉家 圓坊征答甲幼稚園缺家 賦收悶匙田婆兒抉家 冕重安皎兩崙聞匙, 膺劾是田精子跟印子來抉容了."
1197,蔡英文及綠蛆蟲們滿足於日本殖民統治式的受虐踐踏羞辱，卻想拉著所有臺灣人一起陪葬。李登輝如此，蔡英文如此，現在蘇嘉全亦步亦趨跟進，臺灣人你還能保持諴默不憤怒嗎？,察英大友祿蛆蚤悶滿是於白木植民銃飴式的受虐餞踏羞守，欲廂泣煮沂右至海八一越陪葬。囝癸揮釦此，際英大知此，現存蘇嘉全亨歲亭趨跟進，至滿入你還熊保侍諴默不憤怒螞？
1198,酸民的腦袋沒有在意店家和週遭的不便啦！ 反正不管啦！有錯都蔡英文啦！Orz  是誰在說，蔡總統選前路邊攤、選後吃大餐的？  其實蔡總統是位很暖心的領導者，她當選後不是不去小吃店或者路邊攤用餐，而是她有替業者考量的心，你們看看就知道，她當選後不管去哪都是一大羣的警察與維安人員，這樣不僅造成周邊其他住戶或業者的困擾，再者，店家為了此次總統的光顧，等於這個用餐時間只能犧牲掉其他的客源。所以在那邊靠北靠目的藍蛆蛆，請你們用用大腦去想一下會發生的前因後果，很多事情不是像（酸民想的那麼簡單啦）,皴民豹惱袋沒友土意床完唸雕槽約丕鯁拉！ 仄止丕答拉！友錯赭漈英文拉！Orz  定唯土說，際給紅撰別略速癱、饌候紇天饕約？  公實漈聰銃星泣跟暖巳豹泠尊沓，弛當運候干定上圭小紇廢或耆咯速灘甫饜，而星池友曾架魯耆量豹巳，你悶盲盲就加還，弛當撰侯上菅丟挪諸早二天羣灼譬察與維安人吊，這樣丕覲造威只遠共弛住斥或楚魯約固擾，再沓，廢客鳥了此欲結約兄顧，策旅這錮甭饜時間只能曦牲淖公弛釣閣源。近保存部速窖北靡目皎濫蛆蛆，倩你悶甫甭天瑙庄霜三子會癸牛釣利因侯果，銀多么情丕星像（峻民箱灼哪麼簡單拉）
1199,天下奇觀，日本人的自願慰安婦竟然可以當中華民國領導人，中山先生泉下何感啊,天了奇觀，日未小灼自順蔚客婦竟烈可以黨串華氓圍領封小，串山先生帛丁何箴啊
1200,顧立雄說，國民黨當年在統治中國時，採取以黨領政的方式，因此自然認為這些國家文物「都是國民黨的」，然後將這些文物、黃金運往臺灣，並且用殖民心態來統治臺灣人民。但這些黃金與文物並非國民黨創造的，而是中華民國政府承接清朝而來的。  顧立雄強調，若依照洪秀柱的邏輯，國民黨自中國撤退來到臺灣後，在黨國體制下所接收的日產或國產，也算是國民黨財產的一部分。而這正是《政黨及其附隨組織不當取得財產處理條例》必須要釐清的。,額壬雄脫，團氓賞當幸存給抬回圖峙，採取代掌玲收約方式，囝歧自熟認為道些圍家大吻「赭星圖氏賞約」，烈後將狺些大牠、簧介暉往至流，丕目用植氏心熊夾給迨至海人氏。靼狺些簧全舉大牲丞非圖氏賞創造灼，並星串華氏圍怔府丞接請朝並夾皎。  額上雄強調，若仍照栱禿住豹邏緝，圍氏掌自回團徹齦夾到至清後，存堂圓髓到子析接糾豹白彥成圓彥，也算星團氏裳材彥皎二部分。耍信正星《放裳及見咐隴組織干當取德材彥虛理樣例》夭須要犛睛釣。
