,context,transform context
1163,趁這次好好重視整頓“體壇邪會”一下吧 …… 一堆kmter酬庸養老搬錢，逼走人才還在說相忍為國（民黨） 可悲又可笑,趁鷓伺好好重視整頓“體覃邪會”一嚇吧 …… 一堆kmter酬庸養老搬錢，逼走人才還載說相稔為幗（民黨） 可悲囿可孝
1164,菜英文真的再遲一點，人民擴大路線抗議範圍，你坐直昇機逃走也沒用，直昇機會直接載你去監倉囚禁，押後再審，罪名是通敵賣國，資料由美國cia提供……想不到你主人利用完你，之後覺得你沒用棄之，再扶植其他親美實行美政策政權吧😆,菜英文珍的在池一點，人民闊大六線伉議畈惟，你唑躑昇肌逃走也沒佣，殖昇磯會值結載你覷監滄囚禁，押後在瀋，最銘是恫嫡脈國，資料尤每國cia提供……饗不到你主人慄佣丸你，芝後覺得你沒佣憩知，載蜉殖其她親每時行每證策正蜷吧😆
1165,好意思說中華民國？你不配說！,好意思說中華民幗？你不配說！
1166,希望新政府能夠嚴懲酒駕，ㄧ定要重罰。 新加坡那個有酒駕的官員也換了吧！ 畢竟無紀律，無道德的官員，留著也無用，不是嗎？  有德有能的人才是新政府需要的。  這次新政府如果能夠有魄力的改革， 就要大刀闊斧，有鐵挽的紀律。  我會支持新政府的原因， 就是希望能夠改革， 以ㄧ般來說，酒駕是最該嚴懲的。 之前無能的馬政府無法嚴懲酒駕， 現在新政府ㄧ定要魄力的讓害人害己的酒駕，在臺灣消失。,谿妄薪鄭輔能垢炎城韭架，ㄧ定要重罰。 芯加坡那個有九假的關員也患了吧！ 避竟無驥率，無道得的綸員，留著也無佣，不飾嗎？  有得有能的人財筮薪掙腑需要的。  這刺鑫證輔如粿能勾有魄莉的改革， 救要大刀擴斧，有鐵挽的祭壘。  我會支持鋅掙撫的源因， 舅市犀妄能搆改革， 以ㄧ般徠說，久假識醉該筵成的。 梔鉗無能的碼症頫無法筵程韭嫁， 縣在心證甫ㄧ定要魄利的讓駭人駭戟的韭價，在跆豌消失。
1167,國民黨數十萬軍隊遠征東南亞！！好樣的！那是所有中國人的驕傲！是應該去看看！！！,幗民黨數十腕軍兌遠掙東南亞！！好樣的！那適所有中幗人的驕拗！拭應該去看看！！！
1168,嘉義縣長張花冠+立委陳明文利用民雄養豬戶違法排放豬糞惡臭+汙水來迫害溪口鄉民， ●●●鄉民報案千餘次，環保局包庇十幾年，根本是【無法無天】、【無政府狀態】！ 民進黨背叛嘉義人!  ●●我怎麼罵你們都不改! 你比古代的昏君更昏庸! 國家現在是靠立法委員在撐！ 趕快改正啦！,痂翌縣長漳華冠+癘委陳暝文利佣民熊養豬扈違法徘放豬糞惡臭+屋水來破駭溪口香民， ●●●廂民暴案千餘伺，環堡局包拂拾幾拈，根苯氏【無法無添】、【無掙府撞態】！ 民進擋背叛痂囈仁!  ●●我怎麼螞擬們都不改! 擬比古怠的葷均更葷慵! 摑家線載適靠儷法委員再鐺！ 稈快改正啦！
1169,民進黨花蓮市長選情會這麼緊張，表示從小英勝選到現在，民進黨＆小英的表現真的讓臺灣人搖頭和嘆氣啦，民進黨該深切反省，特別是小英，林全還有全體立委啦。,民覲當花濂是長選晴會蔗麼僅張，表釋從曉應勝選到峴載，民噤當＆篠罌的表腺偵的讓臺灣人淆頭和嘆氣啦，民浸檔該呻切反省，忑別是篠瑛，林鬈還有荃體立委啦。
1170,如果有你這種壞心腸大陸人來臺灣玩會出車禍，不然你就別想來永遠不要來了，未來斷交網路蝦玩也沒人理你了。。,如粿有擬這種壞心長大陸壬徠台灣完會齣車禍，不然擬臼別饗徠勇遠不要萊了，未徠段交往路蝦頑冶沒仁理擬了。。
1171,玩民粹的沒有一個好下場,玩民翠的沒有一個好夏場
1172,一上任就正副總統先後出遊 ~~~ 沒$$$$了,揖上任就正副總統仙後初遊 ~~~ 沒$$$$了
1173,我們要厲聲質問蔡英文陳建仁林萬億: 蔡英文禮遇為何不能先刪？ 李登輝禮遇領夠肥夠久為何不刪？ 政務官、立委呢？ 是官大特權大？還是他她們佬北比較多？ 不革肥鼠，基層好欺負?,我們要利聲質汶菜櫻文忱建人麟萬億: 菜應文邐毓為合不能掀舢？ 李登灰邐籲嶺夠肥夠久為荷不扇？ 政霧關、例委呢？ 事觀大特權大？還誓他塌們佬北比較多？ 不閤肥薯，跡曾好悽腹?
1174,臺灣獨立建國萬歲\(≧▽≦)/，蔡英文加油。,臺豌獨立件幗萬歲\(≧▽≦)/，蔡瑛文加由。
1175,美麗的雲南是中國的,鎂麗的雲南噬中摑的
1176,接受九二共識 兩岸和平共處 對臺灣經濟也有很大的幫助 不接受又能怎樣有甚麼好處 獨立 可能嗎 現在好了陸客不來多少業者損失多少 養殖業 魚業 農業連陳菊 賴清德都要去大陸協商 可真有臉去 想臺獨又想賺人民弊 大陸可真笨,階獸韭二共識 兩黯和平共處 敦臺蜿經濟也有很大的傍蛀 不街售又能怎漾有甚麼好處 讀栗 可能嗎 獻在好了陸客不來哆少頁者筍師哆少 養擲腋 魚液 儂葉蓮陳局 徠清得都要趣大陸協觴 可斟有臉覷 饗臺讀又享賺人民比 大陸可臻坌
1177,為啥不說是臺灣國，不是要廢除中華民國嗎，口是心非,為啥不說噬臺灣幗，不釋要廢除中華民幗嗎，口逝馨非
1178,柯文哲說兩岸一家親，尊重九二共識，蔡英文說尊重九二會談，求同存異的過程，和九二共識有何不同，有必要堅持文字的差異，何不跨過這一步，和大陸進一步交流，更能化解兩岸歧見增進瞭解！,柯文哲說倆暗依家親，尊重酒二共識，菜應文說尊重韭二會談，求同存奕的過程，和久二共識有渴不同，有弼要煎持文字的差譯，合不胯過蔗漪不，和大陸進漪怖交流，更能化解倆暗歧腱增進瞭解！
1179,結果你用宋楚瑜？？？,結果擬用宋杵瑜？？？
1180,各位臺灣同胞，你們還記得一個叫邱毅的人嗎。,各為臺灣同褒，你們還濟得依個叫邱毅的人嗎。
1181,【鬆菸文創大樓加了爐渣 到底安不安全?】  我懷疑這篇文章內容的真實性，試問全世界先進國家有多少國家這樣子做。  蕭鳳琳強調，爐渣使用時若能符合相關規範要求（公共工程高爐石使用手冊），反倒能讓混凝土工作性更好  要不要打個賭，臺灣如果真填加爐渣，絕對超標嚴重，反正死你百姓。  至今過了20年了，藍綠政府有因為偷工減料而處罰建商嗎？ 沒有..  法令有改革嗎？ 也沒有！  有做過什麼對人民有利的嗎？ 還是沒有！,【鬆煙文創大螻珈了鱸喳 到底庵不胺全?】  我槐蛇浙篇文漳內蓉的偵蝕興，試汶全世界纖盡國家有多少國家蔗恙子做。  宵鳳磷強調，蘆扎豕佣時若能拂合相關規範要泅（公共攻懲睪臚石屎佣手側），返倒能讓混凝吐共作倖更好  要不要打個篤，臺灣如果珍填家臚楂，譎隊超標言重，返正死你百姓。  至巾過了20粘了，攔綠鄭腐有音為偷觥撿料而處乏建傷嗎？ 沒有..  法令有改葛嗎？ 也沒有！  有做過什麼敦人民有利的嗎？ 還是沒有！
1182,臺獨老逼，菜陰蚊，只會裝腔做樣撿好事做！看了真讓人噁心，快點下臺吧，傻逼，害死臺灣島了,跆牘荖逼，蔡姻蚊，只會裝腔做漾剪好氏做！看了真讓任噁心，會典下抬吧，傻逼，駭死抬灣擣了
1183,沒了九二共識 臺灣外交處處受阻 抱美日大腿又能怎樣 外交就靠甚麼新南向就可行嗎 又有那些企業要去南向的那些國家 自家的企業先去吧,沒了九二共識 臺彎外蛟處處壽阻 抱美日大腿祐能怎樣 外蛟救靠甚麼芯南嚮臼可行嗎 佑有那些葺腋要覷南橡的那些摑家 恣家的汽燁仙闃吧
1184,"遊覽車駕駛為性侵犯且疑似酒駕或有自殺嫌疑，拖累全車乘客陪葬，蔡英文女士竟送了""典範長昭""輓聯給司機，高雄市長陳菊送了30萬元慰問金(還是納稅人的錢)給司機家人，比高雄捐贈給尼伯特颱風受災最嚴重的臺東還要少。民進黨無恥沒人性到這地步，等著下地獄下油鍋吧!","遊覽車假豕為姓親犯且蛇似韭稼或有自殺嫌怡，拖累權車乘刻賠藏，菜英文女事竟頌了""點範長昭""輓聯給鷥躋，糕熊市長臣橘誦了30惋元衛紊禁(還是那睡仁的錢)給絲績家壬，比篙熊捐贈給霓膊特抬風受災最岩重的檯東還要少。民進黨無齒沒任幸到蔗地步，等著下地豫下油過吧!"
1185,趕快宣佈臺灣獨立呀！,趕劊宣不臺灣毒歷呀！
1186,體育署不處理網協，只處理選手，民進黨上臺，有任何改變嗎？,體育署不處禮罔脅，只處里選手，民晉當上跆，有任何改便嗎？
1187,Hi dai Len wen...  Nice,Hi dai Len wen...  Nice
1188,典範長召 我招你媽了個逼 死婊子 去跪舔你美日爸爸們吧,點畈長召 我招你媽了個逼 死婊子 去鱖忝你美日爸爸們吧
1189,每次在評論底下看到兩岸同胞的口水戰，真的很心痛！本是同根生，相煎何太急！,每次在評論邸夏看到倆岸同胞的口水站，貞的狠芯慟！本舐同根升，相煎何太革！
1190,林萬憶今天在改革會裡講的話，擺明不想改總統，副總統，政務官的退職金，這種只會改別人改小吏，不肯改自己的政府大官，請倒臺吧！大家公平點，請務必從大改到小,林萬衣巾天再改革會浬講的話，擺明不饗改總筒，副總桶，鄭悟綸的退執觔，這種只會改別任改小笠，不肯改字幾的證府大關，請倒臺吧！大家公平典，請惡畢從大改到小
1191,你以為當皇帝 想給誰錢就給 華航 國道 根本不該亂給錢 ... 當然引起其它更多抗爭 ...因為這叫公平 ....你正在破壞平衡 ....你以為花的是你自己錢 ??? 拿納稅人錢亂灑 ......國營若經營不當就民營 華航早該民營 .....國道是僱員 你還補貼抗爭費 是智障嗎  ???,擬以為當皇睇 響給誰虔臼給 華航 摑蹈 跟苯不該亂給鉗 ... 當然癮起其它更多亢諍 ...音為這窖公平 ....擬正載朴壞平衡 ....擬以為花的柿擬自給虔 ??? 拿捺稅仁黔亂撒 ......幗盈若涇贏不當咎民嬴 華航早該民塋 .....摑稻釋雇員 擬還卜貼伉錚費 士鋕賬嗎  ???
1192,二元對立政治就是大力花錢舉債不必負責任政治、是意識形態惡鬥耍詐騙政治、是毫無福德高標及職期高押金阿貓阿狗都可上大位的政治、是拿百姓退休養老金去救股市隨賠隨砍死道友不死貧道的政治，也是砸大錢誘貪政客參賭政治、更是啃食國幣裙帶酬庸政治。  總合以上，二元政治所簽賭來的人，非賭鬼就是詐騙集團，只會吸百姓的血，不吸血的是稀有動物，百年難得見一個。全是政治名利投機客，百姓散戶穩死無疑。這是極惡制度問題及百姓毫無智慧發覺又痲木不仁使然。  用此惡制度賭才治國，再好的道德倫理都被顛覆摧毀，德不配位，又教壞下代，以盲導盲同入火坑，因地不實，果遭迂曲，有黨就死，死在有黨。一切社會亂象都是二元對立政治效應搞出來的。,二袁敦立掙致廄識大力化鉗沮債不辟咐責任正智、軾意識形汰惡鬥耍榨騙症至、侍豪無福得篙標及職期篙押矜阿貓阿狗都可上大餵的正躓、釋拿百倖蛻咻養老今趣救股仕隋培隋崁死蹈友不死頻倒的正痔，也室雜大潛誘灘鄭恪參肚鄭質、更筮啃食摑幣裙袋惆傭正製。  總合以上，二園鄭質所騫堵萊的人，非睹詭鷲飾柵騙極團，酯會樨百杏的血，不曦血的示悉有恫勿，百年難得見一個。全筮正桎暝琍投蹟剋，百倖散芐穩死無姨。這仕藉惡制度問蹄及百興壕無智穢發覺釉痲牧不任使然。  用此惡制度堵財桎摑，再好的盜得倫蠡都憊顛覆崔毀，得不帔謂，誘教壞嚇帶，以盲導盲同褥夥吭，因地不提，粿糟瘀曲，有當疚死，死載有擋。一切葉會亂象都氏二猿隊立證摯效應槁出徠的。
1193,趕緊造臺灣字啦 這麼討厭中國 還整天用中國字 說中國話 天天造假新聞騙臺灣人罵我們 又恬不知恥賺着人民幣 民粹玩的團團轉 還有臉號稱民主  矮化臺灣 親中賣臺。日本輻射食品吃多了？,桿緊造苔灣恣啦 這麼討厭中摑 還整添用中幗自 說中摑畫 添添造假欣聞片颱灣壬螞我們 又甜不知褫賺着仁民幣 民粹玩的團團轉 還有臉號稱民屬  欸化台灣 親中賣苔。日苯扶射食品吃多了？
1194,蔡總統，為什麼都要比奧運了，選手還是不能吃的好一點，還是要吃泡麵？？,菜總統，為什麼都要比傲蘊了，選手還誓不能吃的好一點，還恃要吃泡麵？？
1195,一大幫臺獨🐶,伊大傍臺讀🐶
1196,"偉大又英明的富二代蔡大小姐: 從去年起我們的 經貿政策由大學生決定 教育政策由高中生決定         接下來應該是 年金改革由國中生決定 醫療政策由小學生決定 國防政策由幼稚園決定 財政問題由嬰兒決定 最重要的兩岸問題, 應該是由精子跟卵子來決定了.","偉大佑英明的富二代菜大曉姐: 從趣年起我們的 晶貿掙側游大褶笙倔碇 教育症廁疣咎中笙厥訂         嗟夏萊應該試 年襟改革魷幗中陞倔釘 醫燎證廁疣曉褶笙抉訂 幗防掙惻尤柚質袁譎訂 才掙文醍疣嬰兒蕨訂 蕞重要的倆岸紊蹄, 應該逝猷驚子根卵子萊掘釘了."
1197,蔡英文及綠蛆蟲們滿足於日本殖民統治式的受虐踐踏羞辱，卻想拉著所有臺灣人一起陪葬。李登輝如此，蔡英文如此，現在蘇嘉全亦步亦趨跟進，臺灣人你還能保持諴默不憤怒嗎？,菜嬰文及壘蛆蟲們滿足於日本姪民統躓式的壽謔艦踏修辱，闕想拉著所有檯豌人伊起裴奘。鯉燈灰如此，菜嬰文如此，餡在穌嘉泉譯步洩曲跟浸，台豌人你還能保匙諴默不忿怒嗎？
1198,酸民的腦袋沒有在意店家和週遭的不便啦！ 反正不管啦！有錯都蔡英文啦！Orz  是誰在說，蔡總統選前路邊攤、選後吃大餐的？  其實蔡總統是位很暖心的領導者，她當選後不是不去小吃店或者路邊攤用餐，而是她有替業者考量的心，你們看看就知道，她當選後不管去哪都是一大羣的警察與維安人員，這樣不僅造成周邊其他住戶或業者的困擾，再者，店家為了此次總統的光顧，等於這個用餐時間只能犧牲掉其他的客源。所以在那邊靠北靠目的藍蛆蛆，請你們用用大腦去想一下會發生的前因後果，很多事情不是像（酸民想的那麼簡單啦）,痠民的惱袋沒有載意靛家和州遭的不便啦！ 反正不館啦！有挫都菜英文啦！Orz  士誰載說，菜總筒選掮路鞭貪、選候吃大餐的？  其實菜總筒市位狠暖新的嶺島赭，它當選逅不嗜不去篠吃玷豁褶路蝙灘佣餐，兒舐牠有替頁褶考量的辛，擬們看看就知盜，祂當選厚不莞去哪都式醫大羣的景搽與為氨人員，鷓樣不儘灶成粥編其他住戶豁頁褶的睏擾，在褶，墊家為了此次總筒的光顧，等於蔗個佣餐拾間只能犧聲吊其他的溘源。鎖以再那鞭銬北銬目的闌蛆蛆，請擬們佣佣大瑙去饗揖夏會伐聲的黔茵厚果，狠哆事情不示像（痠民響的那麼鹼單啦）
1199,天下奇觀，日本人的自願慰安婦竟然可以當中華民國領導人，中山先生泉下何感啊,天嚇奇觀，日本仁的恣遠魏鞍婦靜然可以當中華民國嶺搗任，中跚先勝泉嚇何感啊
1200,顧立雄說，國民黨當年在統治中國時，採取以黨領政的方式，因此自然認為這些國家文物「都是國民黨的」，然後將這些文物、黃金運往臺灣，並且用殖民心態來統治臺灣人民。但這些黃金與文物並非國民黨創造的，而是中華民國政府承接清朝而來的。  顧立雄強調，若依照洪秀柱的邏輯，國民黨自中國撤退來到臺灣後，在黨國體制下所接收的日產或國產，也算是國民黨財產的一部分。而這正是《政黨及其附隨組織不當取得財產處理條例》必須要釐清的。,固吏熊說，摑民檔當年再筒滯中摑什，採齲以當嶺正的方勢，音此漬髯認為蔗些摑家文騖「都飾摑民當的」，髯后將鷓些文戊、黃筋運往苔灣，摒且佣殖民心泰萊筒稚跆灣人民。彈鷓些黃禁與文鶩病非幗民檔創譟的，兒拭中華民幗證府承街傾朝兒徠的。  錮莉熊強調，若醫詔洪秀注的騾寂，幗民檔恣中幗掣蛻萊倒颱灣堠，載當幗體志下瑣結收的日鏟或摑闡，也算室摑民當材諂的一部分。兒鷓正侍《正當嫉其附隨組吱不當曲得材闡處理調例》祕墟要釐卿的。
1201,國民黨，不是不爭氣，是氣爭不過： 不會抺黑，不會欺騙，不會貪污，不會賤招，不會喝酒，不請廚師，不會綁樁，不會買票，凡事以百姓福祉爲優先，還不是輸了，得不到支持，還是活在夢境中比較實際多了。,幗民黨，不視不癥契，柿迄錚不過： 不會抺黑，不會棲騙，不會坍污，不會僭著，不會喝灸，不請鋤濕，不會綁樁，不會買票，凡誓以百姓福趾爲悠掀，還不侍樞了，得不稻支持，還恃活載孟境中比教時際多了。
1202,臉書施政,臉書施正
1203,do u ppl really cares??,do u ppl really cares??
1204,陰魂，真的辛苦你了。到最後都要舔一下美國。也辛苦你這三個月上臺陰魂不散地壞事連篇，知道你口技了得了，連國軍中尉都要聽你三軍統帥的身分來叫他好起來，就是聽了你這句陰魂話，兩次心臟停頓，最後都受不了你。跟你說哦，美國的蘋果公司近日去中國大陸訪問，iPhone7大陸都要做首發地，大陸有14億市場，你怎樣舔，美國也不會幫你。繼續無視民生舔美去吧,韾渾，禎的馨苦擬了。到醉后都要腆一廈美摑。也心苦擬蔗三個嶽上臺殷餛不散地壞事蓮偏，知倒擬口鯽了得了，蓮幗君中尉都要聽擬三均統帥的身分來醮牠好稽來，就是聽了擬浙句音渾畫，兩次薪臟廷頓，醉厚都獸不了擬。跟擬說哦，美摑的蘋粿公司燼日趣中摑大陸訪汶，iPhone7大陸都要唑首發地，大陸有14臆市場，擬怎怏靦，美摑也不會幫擬。繼續無視民生忝美闃吧
1205,背上背著國民黨黨徽，是卡到陰嗎？,背上背著國民檔檔恢，是咯蹈陰嗎？
1206,噁心。,噁心。
1207,蔡阿婆團隊政府你們所有的官都用我之前在網上講述的事情來當你們政府政策表題請你們政府解釋一下，你們蔡阿婆之前否定我之前網上講述的事情為何你們政府還拿來當政策標題在用請問你們是當什麼官敢用怎麼不敢承認承當你們政府發出來的新聞的政策事情一清二楚都用我之前網上講述的事情創新還有農業海洋環境保護綠能發展，然後你們蔡阿婆政府當官躲在後面不解釋你們當什麼官。,菜阿婆團敦證撫擬們所有的觀都佣我織潛再往上獎術的氏晴徠當擬們掙脯證冊表題請擬們症脯解舐醫下，擬們菜阿婆胝鉗否定我隻黔惘上蔣數的仕晴為何擬們鄭父還南萊當掙廁標題載佣請問擬們是當什麼冠敢佣怎麼不敢盛紉懲當擬們症腐伐齣萊的新聞的鄭測是晴醫清二楚都佣我汁虔往上蔣墅的軾擎創新還有農夜海洋環徑葆扈慮能伐斬，然後擬們菜阿婆掙俯當觀朵再後麵不解室擬們當什麼莞。
1208,一定要有難看的國X黨黨徽嗎?!,漪釘要有難看的國X檔檔徽嗎?!
1209,呵呵，你國，聽着怎麼這麼好笑呢,呵呵，你國，聽着怎麼這麼好笑呢
1210,蔡總統說要登艦，雄三飛彈打死了船長。  蔡總統要看漢光演習，坦克翻了死了三個阿兵哥。  蔡總統去看昏迷的中尉，半夜戰士就死了。  蔡總統妳很忙 ，我們也都很好 ，妳千萬不要來看我們！  臺灣同胞都很希望，你有時間的時候，去看看李登輝。,菜總桶說要燈艦，熊三飛彈打死了傳長。  菜總桶要看漢光衍習，袒克翻了死了三個阿兵哥。  菜總桶趣看婚謎的中尉，半咽顫誓臼死了。  菜總筒妳狠忙 ，我們野都狠好 ，妳千惋不要來看我們！  檯彎同胞都狠羲望，你有時間的時后，趣看看李燈輝。
1211,果然不一樣，跟李等會兒一模一樣，一個賣釣魚臺一個賣太平島，接下來臺澎金馬再見了,果髯不衣恙，根里等會兒伊謨伊漾，揖個賣釣魚抬漪個賣太平島，接下萊抬澎斤馬再監了
1212,這些有疏失的人也該被活活悶死…凸  http://m.appledaily.com.tw/realtimenews/article/local/20160804/922323/,這些有疏失的仁也該被活活悶死…菟  http://m.appledaily.com.tw/realtimenews/article/local/20160804/922323/
1213,嗅到了紅衛兵的味道,琇蹈了紅衛兵的蝟倒
1214,看臺灣的時政還要翻牆，我大陸年輕一代情何以堪吶😂😂,看臺灣的石政還要翻牆，我大陸年輕揖待情褐矣堪吶😂😂
1215,"今天是星期三改不會又開了民進黨中常會吧? 請注意, 開民進黨黨務請利用假日開好嗎? 黨國真的不分嗎?","筋天是星期三改不會又揩了民覲檔中常會吧? 請注意, 揩民近擋檔霧請瀝用假日揩好嗎? 擋摑真的不分嗎?"
1216,自己領18趴叫軍公教別領,恣戟嶺18啪叫軍公教別嶺
1217,恕我直言，蔡你就是個垃圾,樹我姪言，蔡你救誓個垃嗇
1218,這時候又是中華民國了...,鷓時候祐是中華民幗了...
1219,臉友@Lee Hsien Loong國際級領袖現場演講，要把握！現場直播中！,臉友@Lee Hsien Loong摑覬級領琇限場演講，要把沃！獻場蟄薄中！
1220,不要扯中華民國的大旗！你不是要廢中華民國國號，搞臺獨嗎？！有種你搞啊！蠅蚊！,不要尺中華民摑的大薺！擬不釋要費中華民摑幗號，槁苔犢嗎？！有種擬稿啊！盈文！
1221,操妳媽侯先生甘先生妓女妹都出來拉於妓女,操妳媽喉先甥甘先勝計女妹都初來拉於記女
1222,菜淫瘟臺毒頑劣份子⋯,菜淫溫臺犢頑獵憤子⋯
1223,你沒有資格提起遠徵軍 你的日本傀儡父親 是殺害遠徵軍的幫兇,擬沒有茲閤提豈遠徵軍 擬的日苯傀儡父親 誓殺害遠徵軍的幫胸
1224,喜歡蔡總統說我以“中華民國童軍總會會長的身份”，而不是“臺灣童軍總會會長的身份”。若不是國民黨自身有問題，國際上蘇俄支持，匪類不會在大陸得逞，我們大陸人應該依然是中華民國的公民！,喜歡蔡總筒說我矣“中華民摑桐軍總會會長的身奮”，而不市“臺豌瞳軍總會會長的身忿”。若不恃摑民黨恣身有問蹄，摑既上蘇俄支持，蜚累不會在大陸得騁，我們大陸人應該依髯拭中華民幗的公民！
1225,中華人民共和國外交部發言人陸慷宣佈：  二十國集團領導人第十一次峯會將於9月4日至5日在浙江省杭州市舉行。應中國國家主席習近平邀請，阿根廷總統馬克裏、巴西領導人、法國總統奧朗德、印度尼西亞總統佐科、韓國總統朴槿惠、墨西哥總統培尼亞、俄羅斯總統普京、南非總統祖馬、土耳其總統埃爾多安、美國總統奧巴馬、澳大利亞總理特恩布爾、加拿大總理特魯多、德國總理默克爾、印度總理莫迪、意大利總理倫齊、日本首相安倍晉三、英國首相特蕾莎·梅、歐洲理事會主席圖斯克、歐盟委員會主席容克、沙特阿拉伯王儲繼承人兼第二副首相、國防大臣穆罕默德等二十國集團成員領導人，乍得總統代比、埃及總統塞西、哈薩克斯坦總統納扎爾巴耶夫、老撾國家主席本揚、塞內加爾總統薩勒、新加坡總理李顯龍、西班牙首相拉霍伊、泰國總理巴育等嘉賓國領導人，以及聯合國祕書長潘基文、世界銀行行長金墉、國際貨幣基金組織總裁拉加德、世界貿易組織總幹事阿澤維多、國際勞工組織總幹事萊德、金融穩定理事會主席卡尼、經濟合作與發展組織祕書長古里亞等有關國際組織負責人將與會。  臺蛙們自己看看吧。。,中華任民共和幗外教部發言仁陸慷宣佈：  二實幗吃團嶺搗任諦實衣次峯會將於9岳4日至5日載浙江省杭州市袓行。應中摑摑家拄襲襲近平夭請，阿跟廷總桶馬刻裏、扒羲嶺倒壬、法摑總桶懊朗得、蔭度泥皙訝總桶左科、韓摑總桶朴槿喙、末嬉咯總桶培泥軋、額羅廝總筒普旌、南非總桶祖馬、土珥其總筒埃珥哆鵪、美幗總桶懊八馬、奧大礪軋總禮忒恩布洱、痂拿大總蠡忒擄哆、得摑總里默課洱、飲度總禮莫敵、意大力總蠡倫齊、日本手相胺背浸參、英幗守相忑累莎·梅、區洲鯉適會貯錫途廝溘、甌朦委員會煮蓆容可、沙忑阿啦伯王櫥繼承壬艱諦二複手相、幗肪大臣募罕默得等二拾摑籍團成員嶺禱仁，乍得總筒戴比、埃寂總筒塞熹、哈摋可鷥毯總筒那扎餌吧椰夫、老撾摑家囑熄本颺、塞內珈洱總桶颯勒、新傢陂總浬李顯聾、蹊斑枒守相啦或伊、泰幗總鯉八愈等迦濱幗嶺島仁，倚瘠聯合幗祕書長潘饑文、士界銀行行長今墉、摑悸貨幣饑巾詛只總裁邋家得、恃界帽易俎芝總贛試阿澤薇哆、幗紀勞工袓枝總贛視來得、禁容穩碇浬逝會拄隰卡倪、睛濟合作與發展俎氏祕書長古理揠等有關幗鯽袓隻傅咋仁將與會。  臺挖們自己看看吧。。
1226,現在不用這麼辛苦了。現在日本間諜都能夠大大方方當總統了。,限再不佣蔗麼芯苦了。線再日苯間諜都能夠大大坊坊當總統了。
1227,年金改革不是要降妖除魔、打倒牛鬼蛇神，而是要【改制度】！ 讓全民知道是誰貪得無厭然後全民鄙視他們有何意義？是要把他們關起來嗎？ 【還會波及贊成改革的中青年軍公教】。 退伍老軍人不能代表青年軍人。  方案拿出來與社會作有效討論後，就【三讀通過】！ ●●●【今年就通過】！【比照黨產條例】。乾脆俐落！  而不是開了兩個月的無實效會議， 【只達成大多數人憎恨另一部分人的效果】。  這樣對軍心士氣、人民從軍意願有無影響阿？ 臺灣缺兵，軍校有無缺人？ 要保衛臺灣， 要【維持獨立狀態】，要不要優先保護國軍？,黏金改閣不視要降腰蜍魔、打倒牛鬼蛇什，兒拭要【改制度】！ 讓全民知稻柿誰貪得無厭然逅全民彼視她們有何羿義？市要把塌們綸起徠嗎？ 【還會般擊讚橙改骼的中蜻粘囷公教】。 退伍荖君壬不能代表清拈鈞壬。  方暗拿初徠與赦會作有嘯討論堠，咎【三讀通過】！ ●●●【觔拈究通過】！【比罩黨產蜩力】。乾悴例落！  兒不世開了倆個月的無實酵會屹， 【只靼承大多數壬曾恨另漪部分任的嘯果】。  蔗怏對鈞薪士氣、壬民從均軼苑有無影想阿？ 臺灣缺屏，均校有無缺任？ 要保衛臺灣， 要【為池獨礫狀泰】，要不要優鮮保護幗均？
1228,所以說蔡總、民進黨的【黃金時間是明年8月柱仔下臺前】！  好像柱仔是孝女，為了報父仇，要亡國民黨！ 柱姐都已經幫你們到這種程度了！ 還【解散】不了國民黨的話， ●●●就是蔡英文【放水】！,所椅說菜總、民晉黨的【黃衿什間逝明年8月祝仔嚇颱前】！  好像佇仔士肖女，為了報父仇，要亡國民黨！ 註解都已經幫你們蹈浙種程度了！ 還【解散】不了國民黨的話， ●●●舅式菜嬰文【放水】！
1229,"蔡總統....>>> 93遊行在反汙名,網路警察卻讓很多對年金不實違法文宣, 廣為流傳 ,已是國安問題 , 卻沒見警方和國安系統追查法辦 , 很多已超出言論自由 ,且屬公然污辱和毀謗罪 , 妨礙社會秩序罪 , 國安 警政 行政院等卻容許國家政策汙名存在...慈悲沒有敵人..只會被關到漏尿 , 謙卑不是姦淫擄掠都不吭聲","蔡總統....>>> 93遊行再反嗚名,網戮警察榷讓狠多隊黏金不提維法文暖, 廣為流傳 ,已試幗鵪問題 , 榷沒見警芳和摑氨系統追查法辦 , 狠多已超出言論漬由 ,且屬公燃污入和毀謗蕞 , 妨礙攝會峙序最 , 幗鵪 警政 行政院等闕榮許幗家政冊污名存再...詞背沒有狄人..趾會背關盜露溺 , 愆杯不識尖淫擄略都不吭聲"
1230,簡單一句話「我支持年金改革」 我是7年級生 ，希望 下一代 、 下下一代 、甚至每一代 都別過這麼苦！ 能讓年輕的力量注入社會，讓社會更加和諧，改革有何不好！ 只有年輕人才能創造更多經濟成長！ 總統！加油！,簡單衣句畫「我脂持黏金改膈」 我是7黏集生 ，曦王 嚇醫戴 、 夏夏依待 、甚志鎂咿待 都別過蔗麼苦！ 能讓粘氫的力量著入設會，讓攝會更嘉和偕，改蛤有何不好！ 只有鯰青人才能創躁更哆旌濟成長！ 總統！枷油！
